text,label
I need an Uber to Noodlehead.,1
I need a ride to Pittsburgh International Airport.,1
Set up a cab ride to Root's Natiral Kitchen.,1
"Can you arrange a cab to Target, East Liberty.",1
Find me a taxi to Wendys.,1
Book me an Uber to Murray Avenue Grill.,1
Find me an Uber to Masala House.,1
I need a ride to The Taste of India.,1
Book me a cab to The Taste of India.,1
Arrange an Uber to Taco Bell.,1
Find me a taxi to McDoland's.,1
I need a ride to Wendys.,1
Set up a cab ride to UPitt.,1
Book me a cab to McDoland's.,1
Set up a cab ride to Costco.,1
Get me an Uber to Shadyside.,1
Find me an Uber to Wendys.,1
Find me a taxi to Masala House.,1
I need an Uber to Avalon Social.,1
Find me a taxi to Waterfront.,1
Find me a taxi to Shadyside.,1
Find me an Uber to Costco.,1
Can you arrange a cab to McD.,1
I need a ride to Giant Eagle.,1
I need a ride to Napoli's Pizzeria.,1
Find me an Uber to KFC.,1
Set up a cab ride to McD.,1
I need an Uber to CMU.,1
Book me an Uber to East Liberty.,1
Arrange an Uber to Kennywood.,1
Get me an Uber to Giant Eagle.,1
Book me an Uber to Carnegie Mellon University.,1
Find me an Uber to East Liberty.,1
Get me an Uber to Napoli's Pizzeria.,1
Can you arrange a cab to The Taste of India.,1
"I need an Uber to Chipotle, East Liberty.",1
Find me a taxi to Alta Via.,1
Can you arrange a cab to Subway.,1
Book me a cab to Murray Avenue Grill.,1
I need a ride to Point State Park.,1
Set up a cab ride to Carnegie Mellon University.,1
"Get me an Uber to Target, East Liberty.",1
I need an Uber to Lawrenceville.,1
Arrange an Uber to PNC Park.,1
I need an Uber to Pittsburgh International Airport.,1
Set up a cab ride to Walmart.,1
Book me an Uber to The Taste of India.,1
I need a ride to GreatClips.,1
Arrange an Uber to Murray Avenue Grill.,1
Can you arrange a cab to East Liberty.,1
Book me an Uber to Subway.,1
I need a ride to Five Guys.,1
Arrange an Uber to Reva.,1
Set up a cab ride to Wendys.,1
Find me a taxi to McD.,1
Arrange an Uber to Pittsburgh International Airport.,1
Arrange an Uber to Grand Concourse.,1
Set up a cab ride to North Shore.,1
Set up a cab ride to Shadyside.,1
Book me an Uber to PNC Park.,1
Can you arrange a cab to PNC Park.,1
Arrange an Uber to Wendys.,1
Book me an Uber to Pittsburgh International Airport.,1
Can you arrange a cab to Waterfront.,1
Arrange an Uber to McDoland's.,1
Book me an Uber to University of Pittsburgh.,1
I need a ride to Masala House.,1
Arrange an Uber to KFC.,1
Book me a cab to Subway.,1
Find me a taxi to Pittsburgh International Airport.,1
Book me a cab to Masala House.,1
I need an Uber to Root's Natiral Kitchen.,1
I need an Uber to Kennywood.,1
Can you arrange a cab to North Shore.,1
Get me an Uber to Costco.,1
Find me a taxi to Highland Park.,1
Arrange an Uber to Barcelona Wine Bar.,1
Book me a cab to Noodlehead.,1
"Book me a cab to Chipotle, East Liberty.",1
Get me an Uber to CMU.,1
Book me a cab to Mario's.,1
Get me an Uber to McD.,1
Get me an Uber to GreatClips.,1
Set up a cab ride to South Side Flats.,1
Arrange an Uber to Giant Eagle.,1
Book me a cab to East Liberty.,1
Arrange an Uber to Waterfront.,1
I need a ride to Noodlehead.,1
Arrange an Uber to Pizza Palermo.,1
Find me an Uber to Alta Via.,1
Book me a cab to CMU.,1
Get me an Uber to University of Pittsburgh.,1
I need an Uber to Trader Joes.,1
Book me a cab to Alta Via.,1
Book me a cab to Point State Park.,1
I need an Uber to Giant Eagle.,1
I need a ride to Subway.,1
Can you arrange a cab to Root's Natiral Kitchen.,1
Find me a taxi to Grand Concourse.,1
Get me an Uber to Highland Park.,1
Set up a cab ride to The Taste of India.,1
I need an Uber to Waterfront.,1
Book me an Uber to Noodlehead.,1
Find me a taxi to KFC.,1
Set up a cab ride to Stack'd.,1
Can you arrange a cab to KFC.,1
"Book me an Uber to Chipotle, East Liberty.",1
Book me a cab to Waterfront.,1
Find me a taxi to Taco Bell.,1
Get me an Uber to Subway.,1
Find me an Uber to Noodlehead.,1
Book me an Uber to Root's Natiral Kitchen.,1
Find me a taxi to Downtown Pittsburgh.,1
Set up a cab ride to Waterfront.,1
"I need an Uber to Chipotle, Forbes Avenue.",1
I need an Uber to Pizza Palermo.,1
Arrange an Uber to Carnegie Mellon University.,1
Can you arrange a cab to Reva.,1
Find me a taxi to Trader Joes.,1
I need a ride to Taco Bell.,1
"Get me an Uber to Chipotle, Forbes Avenue.",1
Arrange an Uber to Lawrenceville.,1
Get me an Uber to Carnegie Mellon University.,1
Can you arrange a cab to Oakland.,1
Book me an Uber to Five Guys.,1
Can you arrange a cab to Lawrenceville.,1
I need an Uber to Five Guys.,1
Book me a cab to McD.,1
Set up a cab ride to Trader Joes.,1
I need a ride to Grand Concourse.,1
Find me an Uber to CMU.,1
Find me an Uber to University of Pittsburgh.,1
Find me an Uber to Waterfront.,1
Find me a taxi to Noodlehead.,1
Book me an Uber to GreatClips for 2 at 07:45 PM.,1
"Get me an Uber to Chipotle, East Liberty.",1
Get me an Uber to Squirrel Hill.,1
I need a ride to Shadyside for 10 at 05:45 PM.,1
Can you arrange a cab to Point State Park for 10 at 09:45 PM.,1
I need a ride to Walmart for 2 at 03:45 PM.,1
Find me a taxi to Barcelona Wine Bar for 7 at 12:45 AM.,1
I need a ride to Trader Joes for 5 at 06:45 PM.,1
Arrange an Uber to Pizza Palermo for 5 at 05:45 PM.,1
I need an Uber to East Liberty for 5 at 07:45 PM.,1
Find me a taxi to Giant Eagle for 6 at 10:45 PM.,1
Arrange an Uber to Oakland for 4 at 01:45 AM.,1
Book me an Uber to Reva for 5 at 11:45 PM.,1
Book me a cab to Lawrenceville for 9 at 04:45 PM.,1
I need a ride to McD for 7 at 01:45 AM.,1
Find me an Uber to Murray Avenue Grill for 8 at 09:45 PM.,1
Get me an Uber to Wendys for 5 at 09:45 PM.,1
Book me an Uber to Reva.,1
"Find me an Uber to Chipotle, Forbes Avenue.",1
Set up a cab ride to South Side for 5 at 04:45 PM.,1
Can you arrange a cab to Masala House.,1
Arrange an Uber to Five Guys for 2 at 08:45 PM.,1
Find me a taxi to Squirrel Hill for 7 at 12:45 AM.,1
Arrange an Uber to Squirrel Hill.,1
Book me a cab to Downtown Pittsburgh for 7 at 01:45 AM.,1
Get me an Uber to Subway for 6 at 12:45 AM.,1
Find me a taxi to University of Pittsburgh for 6 at 08:45 PM.,1
I need a ride to Oakland for 6 at 11:45 PM.,1
Book me an Uber to Stack'd for 5 at 11:45 PM.,1
Book me a cab to East Liberty for 9 at 10:45 PM.,1
"I need a ride to Chipotle, Forbes Avenue for 5 at 12:45 AM.",1
I need a ride to Murray Avenue Grill.,1
Arrange an Uber to Trader Joes.,1
Get me an Uber to Alta Via.,1
Book me an Uber to Lawrenceville for 10 at 01:45 AM.,1
Book me an Uber to Waterfront for 7 at 08:45 PM.,1
Find me a taxi to The Taste of India for 7 at 09:45 PM.,1
Book me a cab to GreatClips.,1
Find me a taxi to Reva.,1
Book me a cab to Pittsburgh International Airport for 1 at 10:45 PM.,1
Get me an Uber to UPitt.,1
Set up a cab ride to South Side Flats for 5 at 09:45 PM.,1
Find me a taxi to Taco Bell for 4 at 11:45 PM.,1
Find me an Uber to Alta Via for 7 at 09:45 PM.,1
Get me an Uber to Subway for 2 at 03:45 PM.,1
Get me an Uber to Mario's for 2 at 07:45 PM.,1
Set up a cab ride to Five Guys for 1 at 06:45 PM.,1
I need an Uber to Highland Park for 3 at 02:45 AM.,1
I need an Uber to Trader Joes for 6 at 06:45 PM.,1
Book me a cab to East Liberty for 5 at 09:45 PM.,1
Get me an Uber to McDoland's for 9 at 11:45 PM.,1
I need a ride to Mario's for 9 at 12:45 AM.,1
Arrange an Uber to South Side Flats for 7 at 11:45 PM.,1
Find me an Uber to South Side Flats for 1 at 02:45 AM.,1
Book me an Uber to Taco Bell.,1
Book me an Uber to Wendys for 8 at 06:45 PM.,1
Find me a taxi to Murray Avenue Grill for 2 at 10:45 PM.,1
Arrange an Uber to Squirrel Hill for 1 at 02:45 AM.,1
Get me an Uber to Waterfront for 9 at 03:45 PM.,1
I need a ride to Point State Park for 5 at 12:45 AM.,1
Get me an Uber to Carnegie Mellon University for 6 at 03:45 PM.,1
I need a ride to Mario's.,1
Get me an Uber to McDoland's for 4 at 03:45 PM.,1
Arrange an Uber to Subway.,1
Find me an Uber to Point State Park.,1
Arrange an Uber to Barcelona Wine Bar for 3 at 12:45 AM.,1
Book me an Uber to Root's Natiral Kitchen for 1 at 08:45 PM.,1
Book me a cab to East Liberty for 4 at 02:45 AM.,1
Find me an Uber to Trader Joes for 6 at 05:45 PM.,1
Book me an Uber to McDoland's for 9 at 07:45 PM.,1
Get me an Uber to Giant Eagle for 6 at 12:45 AM.,1
Can you arrange a cab to Market Square for 5 at 03:45 PM.,1
I need an Uber to North Shore.,1
Arrange an Uber to Grand Concourse for 8 at 06:45 PM.,1
Book me a cab to Napoli's Pizzeria.,1
Find me a taxi to Noodlehead for 10 at 10:45 PM.,1
Book me an Uber to Grand Concourse for 4 at 07:45 PM.,1
Can you arrange a cab to Kennywood for 6 at 05:45 PM.,1
Find me an Uber to Highland Park for 6 at 12:45 AM.,1
Arrange an Uber to Point State Park.,1
Arrange an Uber to Walmart for 4 at 01:45 AM.,1
Get me an Uber to Masala House for 2 at 10:45 PM.,1
Can you arrange a cab to Downtown Pittsburgh.,1
Arrange an Uber to CMU for 4 at 04:45 PM.,1
I need an Uber to Highland Park.,1
Can you arrange a cab to Mario's.,1
Get me an Uber to Market Square for 7 at 03:45 PM.,1
"Set up a cab ride to Chipotle, Forbes Avenue for 8 at 08:45 PM.",1
Get me an Uber to Noodlehead for 3 at 05:45 PM.,1
I need a ride to Market Square for 3 at 01:45 AM.,1
I need a ride to Pittsburgh International Airport for 6 at 01:45 AM.,1
Book me an Uber to Root's Natiral Kitchen for 1 at 01:45 AM.,1
"Arrange an Uber to Chipotle, East Liberty.",1
Set up a cab ride to McD for 2 at 12:45 AM.,1
Find me a taxi to Mario's for 4 at 12:45 AM.,1
Get me an Uber to Alta Via for 6 at 04:45 PM.,1
Book me a cab to McDoland's for 4 at 05:45 PM.,1
I need an Uber to Barcelona Wine Bar for 10 at 03:45 PM.,1
Arrange an Uber to Avalon Social for 9 at 08:45 PM.,1
Book me a cab to Trader Joes.,1
Can you arrange a cab to Squirrel Hill for 3 at 11:45 PM.,1
I need a ride to McDoland's.,1
Set up a cab ride to Walmart for 8 at 02:45 AM.,1
Book me a cab to Costco for 10 at 06:45 PM.,1
Find me a taxi to GreatClips for 6 at 10:45 PM.,1
Can you arrange a cab to The Taste of India for 7 at 02:45 AM.,1
Find me a taxi to Avalon Social for 4 at 12:45 AM.,1
Arrange an Uber to PNC Park for 2 at 05:45 PM.,1
Set up a cab ride to Root's Natiral Kitchen for 3 at 03:45 PM.,1
I need an Uber to McDoland's.,1
Set up a cab ride to Market Square for 6 at 04:45 PM.,1
Set up a cab ride to Point State Park for 8 at 07:45 PM.,1
Can you arrange a cab to McD for 8 at 05:45 PM.,1
I need an Uber to Murray Avenue Grill for 2 at 12:45 AM.,1
Book me an Uber to McDoland's.,1
Book me a cab to Giant Eagle for 6 at 08:45 PM.,1
Book me an Uber to Carnegie Mellon University for 4 at 09:45 PM.,1
"I need an Uber to Target, East Liberty for 2 at 08:45 PM.",1
Book me an Uber to Barcelona Wine Bar for 5 at 07:45 PM.,1
Book me an Uber to Root's Natiral Kitchen for 4 at 05:45 PM.,1
Book me a cab to Costco for 9 at 10:45 PM.,1
I need an Uber to Wendys for 2 at 05:45 PM.,1
Find me an Uber to Costco for 9 at 01:45 AM.,1
Arrange an Uber to Point State Park for 1 at 09:45 PM.,1
Book me an Uber to Pizza Palermo for 2 at 06:45 PM.,1
Get me an Uber to McD for 4 at 09:45 PM.,1
Find me an Uber to Waterfront for 7 at 03:45 PM.,1
Get me an Uber to East Liberty for 4 at 11:45 PM.,1
Set up a cab ride to Pizza Palermo for 2 at 12:45 AM.,1
I need a ride to Walmart for 10 at 10:45 PM.,1
I need a ride to Squirrel Hill.,1
Find me a taxi to Subway for 10 at 11:45 PM.,1
Book me a cab to South Side for 1 at 05:45 PM.,1
Can you arrange a cab to Mario's for 9 at 01:45 AM.,1
Set up a cab ride to CMU for 8 at 06:45 PM.,1
Arrange an Uber to Alta Via for 8 at 07:45 PM.,1
Book me an Uber to Point State Park.,1
Set up a cab ride to Pizza Palermo for 1 at 01:45 AM.,1
Find me an Uber to Squirrel Hill.,1
"Arrange an Uber to Chipotle, East Liberty for 6 at 07:45 PM.",1
Find me an Uber to Alta Via for 5 at 12:45 AM.,1
Get me an Uber to Napoli's Pizzeria for 1 at 03:45 PM.,1
Set up a cab ride to Waterfront for 6 at 03:45 PM.,1
I need a ride to Point State Park for 4 at 05:45 PM.,1
"Get me an Uber to Chipotle, East Liberty for 2 at 08:45 PM.",1
"Get me an Uber to Target, East Liberty for 3 at 05:45 PM.",1
I need a ride to Murray Avenue Grill for 5 at 02:45 AM.,1
Find me an Uber to Murray Avenue Grill for 2 at 03:45 PM.,1
Arrange an Uber to McDoland's for 10 at 11:45 PM.,1
I need an Uber to Carnegie Mellon University for 4 at 05:45 PM.,1
Can you arrange a cab to Subway for 2 at 07:45 PM.,1
Set up a cab ride to Five Guys for 6 at 04:45 PM.,1
"Can you arrange a cab to Target, East Liberty for 7 at 04:45 PM.",1
I need an Uber to Downtown Pittsburgh for 2 at 08:45 PM.,1
Book me an Uber to McDoland's for 5 at 12:45 AM.,1
Arrange an Uber to Five Guys.,1
Set up a cab ride to CMU for 6 at 06:45 PM.,1
Set up a cab ride to Alta Via for 3 at 05:45 PM.,1
Book me an Uber to University of Pittsburgh for 2 at 07:45 PM.,1
Book me an Uber to North Shore.,1
Arrange an Uber to Stack'd for 2 at 10:45 PM.,1
Set up a cab ride to Pizza Palermo for 4 at 08:45 PM.,1
Get me an Uber to Shadyside for 3 at 11:45 PM.,1
I need an Uber to McD for 3 at 06:45 PM.,1
"Set up a cab ride to Chipotle, Forbes Avenue for 8 at 05:45 PM.",1
Find me an Uber to PNC Park for 8 at 02:45 AM.,1
Arrange an Uber to Kennywood for 5 at 01:45 AM.,1
Book me a cab to Taco Bell for 9 at 04:45 PM.,1
Book me an Uber to Highland Park.,1
Get me an Uber to Mario's for 1 at 08:45 PM.,1
Book me an Uber to Noodlehead for 7 at 12:45 AM.,1
Arrange an Uber to Trader Joes for 2 at 09:45 PM.,1
I need a ride to North Shore for 3 at 03:45 PM.,1
I need a ride to Squirrel Hill for 1 at 04:45 PM.,1
Set up a cab ride to Murray Avenue Grill.,1
I need an Uber to Masala House for 1 at 03:45 PM.,1
Get me an Uber to Walmart.,1
Find me an Uber to Waterfront for 3 at 03:45 PM.,1
I need a ride to Wendys for 8 at 10:45 PM.,1
I need a ride to Highland Park.,1
Book me a cab to Shadyside for 2 at 02:45 AM.,1
I need a ride to Costco.,1
Can you arrange a cab to Highland Park.,1
Find me an Uber to North Shore for 2 at 02:45 AM.,1
I need a ride to Subway for 6 at 01:45 AM.,1
Get me an Uber to UPitt for 10 at 07:45 PM.,1
Find me an Uber to Lawrenceville for 1 at 02:45 AM.,1
Book me an Uber to UPitt for 5 at 06:45 PM.,1
Get me an Uber to Barcelona Wine Bar for 8 at 06:45 PM.,1
Book me an Uber to Giant Eagle.,1
Get me an Uber to Highland Park for 9 at 01:45 AM.,1
Find me a taxi to University of Pittsburgh for 4 at 06:45 PM.,1
Get me an Uber to Giant Eagle for 2 at 05:45 PM.,1
Find me a taxi to Alta Via for 1 at 09:45 PM.,1
I need a ride to North Shore for 7 at 02:45 AM.,1
Find me an Uber to McDoland's.,1
Book me a cab to Giant Eagle for 2 at 04:45 PM.,1
Can you arrange a cab to Alta Via for 3 at 11:45 PM.,1
Arrange an Uber to Waterfront for 5 at 01:45 AM.,1
Find me a taxi to Root's Natiral Kitchen for 2 at 07:45 PM.,1
I need a ride to Shadyside for 2 at 03:45 PM.,1
Book me an Uber to The Taste of India for 10 at 03:45 PM.,1
I need an Uber to Barcelona Wine Bar for 9 at 02:45 AM.,1
"Get me an Uber to Chipotle, East Liberty for 1 at 04:45 PM.",1
"Find me a taxi to Chipotle, East Liberty for 2 at 03:45 PM.",1
Can you arrange a cab to Squirrel Hill for 3 at 05:45 PM.,1
Can you arrange a cab to Alta Via for 1 at 03:45 PM.,1
I need a ride to Mario's for 5 at 02:45 AM.,1
Find me an Uber to GreatClips for 9 at 08:45 PM.,1
Book me a cab to Carnegie Mellon University for 8 at 07:45 PM.,1
Find me an Uber to South Side for 2 at 12:45 AM.,1
Find me an Uber to Stack'd for 3 at 12:45 AM.,1
I need an Uber to Waterfront for 1 at 10:45 PM.,1
Arrange an Uber to Noodlehead.,1
Can you arrange a cab to Noodlehead for 4 at 01:45 AM.,1
Arrange an Uber to Squirrel Hill for 3 at 05:45 PM.,1
I need an Uber to Squirrel Hill for 2 at 03:45 PM.,1
Book me a cab to Market Square for 4 at 04:45 PM.,1
I need a ride to Wendys for 8 at 04:45 PM.,1
Can you arrange a cab to Costco for 9 at 04:45 PM.,1
Book me a cab to South Side Flats for 6 at 05:45 PM.,1
Set up a cab ride to Pittsburgh International Airport for 3 at 05:45 PM.,1
Find me a taxi to Walmart for 9 at 05:45 PM.,1
Find me a taxi to KFC for 4 at 02:45 AM.,1
Find me a taxi to East Liberty.,1
Can you arrange a cab to Reva for 8 at 11:45 PM.,1
Arrange an Uber to East Liberty.,1
I need a ride to Trader Joes for 10 at 05:45 PM.,1
Find me an Uber to South Side Flats.,1
Book me an Uber to East Liberty for 7 at 12:45 AM.,1
I need an Uber to Point State Park for 4 at 11:45 PM.,1
I need a ride to Root's Natiral Kitchen.,1
Find me a taxi to Mario's.,1
"Set up a cab ride to Chipotle, East Liberty.",1
Arrange an Uber to Downtown Pittsburgh for 5 at 10:45 PM.,1
Find me a taxi to Walmart for 7 at 12:45 AM.,1
Set up a cab ride to North Shore for 4 at 04:45 PM.,1
I need an Uber to UPitt for 1 at 03:45 PM.,1
Get me an Uber to South Side Flats for 7 at 02:45 AM.,1
I need an Uber to Reva.,1
Book me an Uber to Wendys.,1
Set up a cab ride to Carnegie Mellon University for 9 at 09:45 PM.,1
I need a ride to Pittsburgh International Airport for 8 at 05:45 PM.,1
Book me an Uber to Walmart for 10 at 06:45 PM.,1
Can you arrange a cab to Avalon Social.,1
Find me an Uber to University of Pittsburgh for 6 at 09:45 PM.,1
I need an Uber to North Shore for 4 at 09:45 PM.,1
I need a ride to Reva for 8 at 07:45 PM.,1
"Find me an Uber to Chipotle, East Liberty for 1 at 08:45 PM.",1
Find me a taxi to Murray Avenue Grill for 8 at 12:45 AM.,1
Can you arrange a cab to Squirrel Hill for 8 at 11:45 PM.,1
Book me an Uber to Carnegie Mellon University for 2 at 05:45 PM.,1
Arrange an Uber to Oakland for 1 at 03:45 PM.,1
I need an Uber to Murray Avenue Grill.,1
Arrange an Uber to Point State Park for 9 at 09:45 PM.,1
Book me a cab to Root's Natiral Kitchen for 6 at 08:45 PM.,1
Get me an Uber to Stack'd for 7 at 03:45 PM.,1
Find me an Uber to Market Square for 5 at 03:45 PM.,1
Book me an Uber to Costco.,1
Book me an Uber to Stack'd for 3 at 11:45 PM.,1
I need an Uber to Five Guys for 3 at 05:45 PM.,1
Find me a taxi to Squirrel Hill for 1 at 05:45 PM.,1
Arrange an Uber to Pittsburgh International Airport for 5 at 02:45 AM.,1
Find me a taxi to Kennywood for 4 at 07:45 PM.,1
Find me a taxi to North Shore for 6 at 09:45 PM.,1
Arrange an Uber to Barcelona Wine Bar for 4 at 07:45 PM.,1
Book me a cab to North Shore for 8 at 07:45 PM.,1
Book me an Uber to Taco Bell for 4 at 03:45 PM.,1
I need an Uber to KFC for 7 at 02:45 AM.,1
Set up a cab ride to South Side Flats for 9 at 02:45 AM.,1
I need an Uber to Squirrel Hill for 7 at 01:45 AM.,1
Find me a taxi to Oakland for 3 at 11:45 PM.,1
Find me an Uber to UPitt.,1
Get me an Uber to McDoland's for 4 at 04:45 PM.,1
Get me an Uber to Root's Natiral Kitchen for 7 at 10:45 PM.,1
Can you arrange a cab to Carnegie Mellon University for 1 at 08:45 PM.,1
Get me an Uber to PNC Park for 7 at 12:45 AM.,1
I need an Uber to Downtown Pittsburgh.,1
Book me a cab to Market Square for 1 at 11:45 PM.,1
I need a ride to McD for 7 at 06:45 PM.,1
Arrange an Uber to Costco for 10 at 12:45 AM.,1
Book me a cab to Oakland.,1
I need a ride to Downtown Pittsburgh.,1
Book me an Uber to Waterfront.,1
Get me an Uber to Reva for 2 at 06:45 PM.,1
Book me a cab to Kennywood for 2 at 02:45 AM.,1
I need an Uber to Squirrel Hill for 5 at 04:45 PM.,1
Arrange an Uber to UPitt for 10 at 08:45 PM.,1
Book me an Uber to Grand Concourse for 9 at 10:45 PM.,1
Can you arrange a cab to McDoland's.,1
Book me an Uber to The Taste of India for 1 at 08:45 PM.,1
Set up a cab ride to Kennywood for 3 at 08:45 PM.,1
I need a ride to The Taste of India for 3 at 12:45 AM.,1
Find me an Uber to Oakland for 3 at 08:45 PM.,1
Find me a taxi to Oakland for 8 at 08:45 PM.,1
Find me an Uber to Taco Bell.,1
Book me an Uber to GreatClips for 1 at 01:45 AM.,1
Book me a cab to Walmart.,1
"I need a ride to Target, East Liberty for 3 at 11:45 PM.",1
I need an Uber to Stack'd.,1
I need a ride to Root's Natiral Kitchen for 3 at 05:45 PM.,1
Set up a cab ride to Napoli's Pizzeria for 2 at 06:45 PM.,1
Arrange an Uber to Murray Avenue Grill for 5 at 08:45 PM.,1
I need an Uber to Stack'd for 2 at 08:45 PM.,1
Set up a cab ride to Alta Via for 1 at 02:45 AM.,1
I need a ride to Grand Concourse for 4 at 09:45 PM.,1
Find me an Uber to Root's Natiral Kitchen.,1
Find me an Uber to Waterfront for 7 at 01:45 AM.,1
Find me a taxi to Subway.,1
"Find me a taxi to Target, East Liberty for 9 at 02:45 AM.",1
I need an Uber to Masala House for 9 at 08:45 PM.,1
Arrange an Uber to Market Square for 1 at 04:45 PM.,1
I need an Uber to Avalon Social for 5 at 01:45 AM.,1
Find me an Uber to GreatClips for 5 at 11:45 PM.,1
I need an Uber to Walmart for 8 at 07:45 PM.,1
Book me an Uber to McDoland's for 7 at 07:45 PM.,1
Set up a cab ride to Napoli's Pizzeria for 4 at 07:45 PM.,1
Find me an Uber to Downtown Pittsburgh for 1 at 03:45 PM.,1
Can you arrange a cab to Alta Via for 8 at 07:45 PM.,1
Set up a cab ride to Downtown Pittsburgh for 10 at 08:45 PM.,1
Set up a cab ride to Napoli's Pizzeria for 5 at 09:45 PM.,1
Set up a cab ride to Pittsburgh International Airport for 8 at 06:45 PM.,1
I need an Uber to Pizza Palermo for 10 at 05:45 PM.,1
Book me an Uber to Barcelona Wine Bar for 4 at 10:45 PM.,1
"Set up a cab ride to Chipotle, Forbes Avenue for 9 at 02:45 AM.",1
Can you arrange a cab to Alta Via for 2 at 03:45 PM.,1
Can you arrange a cab to University of Pittsburgh.,1
Book me a cab to Trader Joes for 5 at 12:45 AM.,1
Arrange an Uber to The Taste of India from Alta Via for 2,1
I need a ride to North Shore from Grand Concourse for 3,1
Find me an Uber from Barcelona Wine Bar to Walmart for 5,1
Book me a cab to Barcelona Wine Bar from CMU for 5,1
Book me an Uber from Market Square to Root's Natiral Kitchen for 1,1
Find me a taxi to South Side Flats from PNC Park,1
Find me a taxi to Oakland from CMU,1
I need a ride from McDoland's to CMU at 02:45 AM,1
"Book me an Uber to Downtown Pittsburgh from Chipotle, Forbes Avenue at 08:45 PM",1
Find me an Uber to Five Guys from Grand Concourse at 03:45 PM,1
Book me a cab from Kennywood to University of Pittsburgh for 3,1
"Find me an Uber from Carnegie Mellon University to Chipotle, Forbes Avenue at 04:45 PM",1
Set up a cab ride from Murray Avenue Grill to Barcelona Wine Bar for 2,1
"Can you arrange a cab to Walmart from Target, East Liberty at 05:45 PM",1
Book me an Uber to Grand Concourse from Market Square for 1,1
I need an Uber from University of Pittsburgh to KFC for 3,1
Find me a taxi to Shadyside from Subway for 3,1
I need an Uber from Wendys to Trader Joes at 09:45 PM,1
Book me an Uber to University of Pittsburgh from UPitt for 5,1
Book me an Uber from Reva to Noodlehead for 5,1
I need a ride from Masala House to Subway at 09:45 PM,1
I need an Uber to South Side Flats from CMU at 06:45 PM,1
I need an Uber to Highland Park from Alta Via at 12:45 AM,1
Get me an Uber from Market Square to South Side Flats for 3,1
Book me a cab from Masala House to Alta Via for 5,1
I need a ride from Wendys to Giant Eagle for 4,1
Set up a cab ride to Barcelona Wine Bar from Highland Park at 10:45 PM,1
Set up a cab ride to PNC Park from Kennywood for 6,1
Get me an Uber from Grand Concourse to Pizza Palermo for 6,1
Find me an Uber from Taco Bell to Barcelona Wine Bar for 4,1
Book me an Uber to Napoli's Pizzeria from Walmart for 5,1
"I need a ride from Chipotle, Forbes Avenue to Highland Park",1
Get me an Uber to PNC Park from Point State Park,1
Find me a taxi to Waterfront from Trader Joes for 1,1
"Set up a cab ride to Chipotle, Forbes Avenue from Reva",1
Get me an Uber from Noodlehead to Giant Eagle for 2,1
Find me a taxi to Squirrel Hill from Downtown Pittsburgh for 2,1
I need a ride from University of Pittsburgh to UPitt at 10:45 PM,1
"Can you arrange a cab to McD from Chipotle, East Liberty",1
"Can you arrange a cab from Avalon Social to Target, East Liberty at 05:45 PM",1
Find me a taxi to Murray Avenue Grill from South Side Flats for 5,1
Set up a cab ride to Kennywood from Masala House at 01:45 AM,1
Arrange an Uber from Walmart to McD for 4,1
"Find me an Uber to Chipotle, Forbes Avenue from Stack'd",1
Can you arrange a cab from Mario's to Shadyside for 2,1
Book me an Uber from Avalon Social to Oakland,1
I need an Uber from McD to The Taste of India,1
Find me a taxi from Shadyside to Point State Park for 3,1
Set up a cab ride from South Side Flats to Avalon Social for 3,1
Find me a taxi from Kennywood to Oakland for 6,1
"Book me an Uber to Shadyside from Chipotle, East Liberty at 03:45 PM",1
Book me an Uber to KFC from Oakland for 3,1
Find me a taxi from Pittsburgh International Airport to Grand Concourse at 11:45 PM,1
"Book me an Uber to Chipotle, East Liberty from Reva for 4",1
Book me an Uber to Masala House from Stack'd,1
"Can you arrange a cab from Shadyside to Chipotle, Forbes Avenue for 3",1
Find me an Uber to Lawrenceville from Downtown Pittsburgh at 08:45 PM,1
Get me an Uber to Masala House from East Liberty at 11:45 PM,1
I need an Uber from Noodlehead to Barcelona Wine Bar,1
Arrange an Uber to Downtown Pittsburgh from Trader Joes,1
Book me an Uber to Highland Park from Pittsburgh International Airport for 3,1
"I need an Uber to Murray Avenue Grill from Chipotle, Forbes Avenue for 3",1
Set up a cab ride from Pittsburgh International Airport to Walmart at 10:45 PM,1
Find me a taxi to Root's Natiral Kitchen from Lawrenceville at 10:45 PM,1
"Find me a taxi from Chipotle, Forbes Avenue to Giant Eagle",1
Find me an Uber from Waterfront to Five Guys for 5,1
Can you arrange a cab to Barcelona Wine Bar from Shadyside for 6,1
Can you arrange a cab from Stack'd to Alta Via at 04:45 PM,1
Can you arrange a cab from Stack'd to Noodlehead at 01:45 AM,1
Find me a taxi from Pizza Palermo to Carnegie Mellon University at 08:45 PM,1
Book me an Uber to Point State Park from University of Pittsburgh,1
Arrange an Uber from Barcelona Wine Bar to Mario's at 09:45 PM,1
Set up a cab ride to CMU from East Liberty for 1,1
"Book me an Uber to Reva from Chipotle, East Liberty",1
Book me an Uber from Murray Avenue Grill to Barcelona Wine Bar at 12:45 AM,1
Get me an Uber to Masala House from Point State Park for 6,1
I need a ride from Barcelona Wine Bar to Mario's at 12:45 AM,1
Find me an Uber to Mario's from Five Guys for 4,1
Find me an Uber from Avalon Social to CMU at 08:45 PM,1
Get me an Uber from Downtown Pittsburgh to Noodlehead for 5,1
